uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,Panel Respondent,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week
3397,2020-04-11,Yes,No,0.453554,6,90,Male,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,550.0,1.0,,Other / Unaffiliated,,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,,False,week3
3398,2020-04-11,Yes,No,1.88283,Good,56,Female,1.0,None,,,,,0.0,No,,,,,,,,,,,,,,0,Black,IVR,No,Black,517.0,5.0,,Other / Unaffiliated,,3.0,2.0,2.0,3.0,3.0,1.0,,4.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,,False,week3
3399,2020-04-11,Yes,Yes,0.591649,Very Good,52,Female,3.0,One,2.0,2.0,Yes,Yes,0.0,Yes,Yes,,,,9.0,Yes,No,No,Most are underestimating the risks,,,,,0,Black,IVR,No,Black,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,WAKE,False,week3
2593,2020-04-11,Yes,No,1.2127299999999999,Fair,59,Female,2.0,None,2.0,2.0,No,,2.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,0,White,IVR,Yes,Caucasian,545.0,3.0,,Other / Unaffiliated,,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,True,week3
3400,2020-04-11,Yes,Yes,0.20825500000000002,Very Good,86,Female,2.0,None,1.0,1.0,No,,0.0,Yes,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,3.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,WILSON,False,week3
3401,2020-04-11,Yes,Yes,0.186425,Good,76,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,No,Caucasian,567.0,5.0,5.0,Democrat,,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,,,4.0,1.0,1.0,5.0,TRANSYLVANIA,True,week3
3402,2020-04-11,Yes,Yes,1.2127299999999999,Good,50,Female,1.0,None,1.0,2.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,5,Most are overreacting to the actual risks,Large changes,No,No,White,Yes,White,IVR,No,Caucasian,567.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,HAYWOOD,True,week3
3403,2020-04-11,Yes,Yes,0.20825500000000002,Very Good,73,Female,2.0,None,1.0,0.0,No,,0.0,Yes,,,,,9.0,Yes,No,No,,,,,,0,White,IVR,No,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,2.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,DURHAM,False,week3
3404,2020-04-11,Yes,Yes,1.34369,Poor,61,Female,3.0,None,1.0,1.0,Yes,,1.0,Yes,,,,,,,,,,,,,,0,Black,IVR,No,Black,560.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,WILSON,False,week3
3405,2020-04-11,Yes,Yes,0.596515,Very Good,48,Female,6.0,One,5.0,5.0,Yes,No,0.0,Yes,No,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,No,Caucasian,560.0,4.0,5.0,Democrat,3.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,PERSON,True,week3
3406,2020-04-11,Yes,Yes,1.89831,Good,53,Female,5.0,One,0.0,,No,Yes,0.0,No,No,No,No,,2.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,No,Caucasian,517.0,5.0,2.0,Democrat,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,ROWAN,True,week3
3407,2020-04-11,Yes,Yes,0.310055,Very Good,78,Male,2.0,None,2.0,2.0,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,Yes,,Yes,Hispanic or Latino,IVR,No,Caucasian,517.0,1.0,5.0,Republican,3.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,MECKLENBURG,True,week3
3408,2020-04-11,Yes,Yes,0.469109,Poor,86,Female,,None,0.0,,No,,0.0,No,No,No,No,,,,,,,,,,,0,Another race,IVR,No,Other,560.0,5.0,4.0,Democrat,3.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,WARREN,False,week3
3409,2020-04-11,Yes,Yes,0.5066649999999999,Good,66,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,3.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,0,White,IVR,No,Caucasian,560.0,4.0,5.0,Democrat,3.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,NORTHAMPTON,True,week3
3410,2020-04-11,No,,1.8317900000000003,Very Good,44,Male,7.0,Three or more,3.0,3.0,Yes,No,9.0,No,No,Yes,No,Yes,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,No,White,No,White,IVR,No,,,,,,,,,,,,,,,,,,,,,,,,True,week3
3411,2020-04-11,Yes,Yes,0.289433,Fair,72,Female,4.0,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,No,Black,517.0,5.0,5.0,Democrat,5.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,MECKLENBURG,False,week3
531,2020-04-11,Yes,Yes,0.21232399999999998,Fair,72,Female,2.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,Yes,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Yes,Caucasian,518.0,1.0,5.0,Republican,,,3.0,,3.0,,,,,,,,,,1.0,4.0,4.0,GUILFORD,True,week3
3412,2020-04-11,Yes,Yes,1.22032,Good,40,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,WAKE,False,week3
3413,2020-04-11,Yes,Yes,0.423388,Good,87,Female,1.0,None,2.0,0.0,No,,,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,545.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,DUPLIN,False,week3
3414,2020-04-11,Yes,Yes,0.572032,Good,52,Male,2.0,One,0.0,,No,No,0.0,Yes,No,No,No,No,4.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,No,Caucasian,567.0,1.0,4.0,Republican,,,3.0,,5.0,,,,,,,,,,2.0,4.0,1.0,JACKSON,True,week3
3415,2020-04-11,Yes,Yes,0.472966,Good,84,Female,2.0,None,1.0,9.0,No,,1.0,Yes,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,560.0,5.0,5.0,Democrat,5.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,LEE,False,week3
